FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,,Nepal,2023-01-05 04:21:04,28.1667,84.25,1001012,12019,,,Nepal,3435.558212141838,1.2006849068742433
,,Aruba,Netherlands,2023-01-05 04:21:04,12.5211,-69.9683,43752,280,,,"Aruba, Netherlands",40979.33799149542,0.6399707441945511
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2023-01-05 04:21:04,12.1784,-68.2385,11716,39,,,"Bonaire, Sint Eustatius and Saba, Netherlands",44681.74364059342,0.3328781153977467
,,Curacao,Netherlands,2023-01-05 04:21:04,12.1696,-68.99,45986,299,,,"Curacao, Netherlands",28023.15661182205,0.6501978863132257
,,Drenthe,Netherlands,2023-01-05 04:21:04,52.862485,6.618435,215601,464,,,"Drenthe, Netherlands",43672.03989612747,0.2152123598684607
,,Flevoland,Netherlands,2023-01-05 04:21:04,52.550383,5.515162,195232,341,,,"Flevoland, Netherlands",46151.84588944757,0.1746639895099164
,,Friesland,Netherlands,2023-01-05 04:21:04,53.087337,5.7925,292214,624,,,"Friesland, Netherlands",44958.97420906306,0.21354213008274758
,,Gelderland,Netherlands,2023-01-05 04:21:04,52.061738,5.939114,1048703,2952,,,"Gelderland, Netherlands",50274.55090050011,0.2814905650122103
,,Groningen,Netherlands,2023-01-05 04:21:04,53.217922,6.741514,263112,368,,,"Groningen, Netherlands",44909.92820883956,0.13986439235002585
,,Limburg,Netherlands,2023-01-05 04:21:04,51.209227,5.93387,563946,2209,,,"Limburg, Netherlands",50478.4725398563,0.391704170257436
,,Noord-Brabant,Netherlands,2023-01-05 04:21:04,51.561174,5.184942,1300663,3783,,,"Noord-Brabant, Netherlands",50748.5695222897,0.29085166565051823
,,Noord-Holland,Netherlands,2023-01-05 04:21:04,52.600906,4.918688,1409387,3508,,,"Noord-Holland, Netherlands",48945.08716188457,0.24890253706043833
,,Overijssel,Netherlands,2023-01-05 04:21:04,52.444558,6.441722,597499,1459,,,"Overijssel, Netherlands",51401.91981115032,135.79570844470032
,,Sint Maarten,Netherlands,2023-01-05 04:21:04,18.0425,-63.0548,10998,89,,,"Sint Maarten, Netherlands",25647.124667692737,0.8092380432805965
,,Unknown,Netherlands,2023-01-05 04:21:04,,,0,0,,,"Unknown, Netherlands",,
,,Utrecht,Netherlands,2023-01-05 04:21:04,52.084251,5.163824,705695,1581,,,"Utrecht, Netherlands",52087.19296976604,0.22403446248024997
,,Zeeland,Netherlands,2023-01-05 04:21:04,51.47936,3.861559,179856,402,,,"Zeeland, Netherlands",46900.03337783711,0.22351214304777156
,,Zuid-Holland,Netherlands,2023-01-05 04:21:04,51.937835,4.462114,1797341,5299,,,"Zuid-Holland, Netherlands",48462.88291086679,0.2948244100590817
,,Cook Islands,New Zealand,2023-01-05 04:21:04,-21.2367,-159.7777,6389,1,,,"Cook Islands, New Zealand",36594.30666132081,0.015651901706057285
,,Niue,New Zealand,2023-01-05 04:21:04,-19.0544,-169.8672,594,0,,,"Niue, New Zealand",36000.0,0.0
,,,New Zealand,2023-01-05 04:21:04,-40.9006,174.886,2117094,2331,,,New Zealand,43902.77284403305,0.11010375543079334
,,,Nicaragua,2023-01-05 04:21:04,12.865416,-85.207229,15365,245,,,Nicaragua,231.94014268734168,1.5945330296127562
,,,Niger,2023-01-05 04:21:04,17.607789,8.081666,9473,314,,,Niger,39.13389700245833,3.314683838277209
,,,Nigeria,2023-01-05 04:21:04,9.082,8.6753,266450,3155,,,Nigeria,129.25707472189706,1.1840870707449802
,,,North Macedonia,2023-01-05 04:21:04,41.6086,21.7453,345857,9614,,,North Macedonia,16600.7641428832,2.7797615777619074
,,,Norway,2023-01-05 04:21:04,60.472,8.4689,1475786,4770,,,Norway,27222.28596325344,0.3232175938787873
,,,Oman,2023-01-05 04:21:04,21.512583,55.923255,399154,4628,,,Oman,7816.399960678507,1.1594522414907529
,,Azad Jammu and Kashmir,Pakistan,2023-01-05 04:21:04,34.027401,73.947253,44340,793,,,"Azad Jammu and Kashmir, Pakistan",1096.068934182964,1.7884528642309427
,,Balochistan,Pakistan,2023-01-05 04:21:04,28.328492,65.898403,36036,378,,,"Balochistan, Pakistan",291.9216539181142,1.048951048951049
,,Gilgit-Baltistan,Pakistan,2023-01-05 04:21:04,35.792146,74.982138,12089,191,,,"Gilgit-Baltistan, Pakistan",1192.6983851363084,1.5799487137066754
,,Islamabad,Pakistan,2023-01-05 04:21:04,33.665087,73.121219,139677,1031,,,"Islamabad, Pakistan",6960.976232101315,0.7381315463533724
,,Khyber Pakhtunkhwa,Pakistan,2023-01-05 04:21:04,34.485332,72.09169,224929,6375,,,"Khyber Pakhtunkhwa, Pakistan",736.9074667408131,2.834227689626504
,,Punjab,Pakistan,2023-01-05 04:21:04,30.811346,72.139132,523344,13617,,,"Punjab, Pakistan",475.7134652096897,2.601921489498303
,,Sindh,Pakistan,2023-01-05 04:21:04,26.009446,68.776807,595472,8253,,,"Sindh, Pakistan",1243.5187023461174,1.385959373404627
,,,Palau,2023-01-05 04:21:04,7.515,134.5825,5971,9,,,Palau,33157.485561972455,0.15072852118573105
,,,Panama,2023-01-05 04:21:04,8.538,-80.7821,1025844,8575,,,Panama,23775.183277525004,0.8358970759686658
,,,Papua New Guinea,2023-01-05 04:21:04,-6.314993,143.95555,46663,669,,,Papua New Guinea,521.5475486996966,1.4336840751773354
,,,Paraguay,2023-01-05 04:21:04,-23.4425,-58.4438,792215,19688,,,Paraguay,11107.068599781564,2.48518394627721
,,Amazonas,Peru,2023-01-05 04:21:04,-5.077253,-78.050172,51028,1385,,,"Amazonas, Peru",11955.951265229616,2.7141961276162108
,,Ancash,Peru,2023-01-05 04:21:04,-9.407125,-77.671795,158025,7338,,,"Ancash, Peru",13385.143147552091,4.643569055529189
,,Apurimac,Peru,2023-01-05 04:21:04,-14.027713,-72.975378,45940,1690,,,"Apurimac, Peru",10666.357093104249,3.678711362646931
,,Arequipa,Peru,2023-01-05 04:21:04,-15.843524,-72.475539,286658,10536,,,"Arequipa, Peru",19143.71577400828,3.6754599557661045
,,Ayacucho,Peru,2023-01-05 04:21:04,-14.091648,-74.08344,55460,2399,,,"Ayacucho, Peru",8299.910206524992,4.325640100973675
,,Cajamarca,Peru,2023-01-05 04:21:04,-6.430284,-78.745596,111555,4552,,,"Cajamarca, Peru",7673.866685010663,4.080498408856617
,,Callao,Peru,2023-01-05 04:21:04,-11.954609,-77.136042,170024,10838,,,"Callao, Peru",15047.70333657846,6.374394203171317
,,Cusco,Peru,2023-01-05 04:21:04,-13.191068,-72.153609,145262,5261,,,"Cusco, Peru",10703.85380590966,3.6217317674271317
,,Huancavelica,Peru,2023-01-05 04:21:04,-13.023888,-75.00277,29989,1289,,,"Huancavelica, Peru",8209.416917601971,4.298242688985962
,,Huanuco,Peru,2023-01-05 04:21:04,-9.421676,-76.040642,60516,2956,,,"Huanuco, Peru",7959.489675128239,4.884658602683587
,,Ica,Peru,2023-01-05 04:21:04,-14.235097,-75.574821,129549,9077,,,"Ica, Peru",13284.35192780968,7.006615257547337
,,Junin,Peru,2023-01-05 04:21:04,-11.541783,-74.876968,154237,7582,,,"Junin, Peru",11328.461255967684,4.915811381186097
,,La Libertad,Peru,2023-01-05 04:21:04,-7.92139,-78.370238,181010,10979,,,"La Libertad, Peru",8975.109083696945,6.065410750787249
,,Lambayeque,Peru,2023-01-05 04:21:04,-6.353049,-79.824113,129433,9386,,,"Lambayeque, Peru",9874.351541043638,7.25162825554534
,,Lima,Peru,2023-01-05 04:21:04,-11.766533,-76.604498,2099312,96291,,,"Lima, Peru",19751.72413793104,4.586788433543942
,,Loreto,Peru,2023-01-05 04:21:04,-4.124847,-74.424115,64581,4460,,,"Loreto, Peru",6284.643830284157,6.906055960731485
,,Madre de Dios,Peru,2023-01-05 04:21:04,-11.972699,-70.53172,21260,884,,,"Madre de Dios, Peru",12232.451093210588,4.158043273753528
,,Moquegua,Peru,2023-01-05 04:21:04,-16.860271,-70.839046,63903,1709,,,"Moquegua, Peru",33161.90970420343,2.6743658357197626
,,Pasco,Peru,2023-01-05 04:21:04,-10.39655,-75.307635,28861,1136,,,"Pasco, Peru",10614.56417800662,3.9361075499809433
,,Piura,Peru,2023-01-05 04:21:04,-5.133361,-80.335861,180613,13192,,,"Piura, Peru",8818.994140625,7.304014661181642
,,Puno,Peru,2023-01-05 04:21:04,-14.995827,-69.922726,77646,4821,,,"Puno, Peru",6271.8901453958,6.208948303840507
,,San Martin,Peru,2023-01-05 04:21:04,-7.039531,-76.729127,70150,3233,,,"San Martin, Peru",7797.910182303246,4.608695652173913
,,Tacna,Peru,2023-01-05 04:21:04,-17.644161,-70.27756,65580,2228,,,"Tacna, Peru",17676.54986522911,3.39737724916133
,,Tumbes,Peru,2023-01-05 04:21:04,-3.857496,-80.545255,33719,1742,,,"Tumbes, Peru",13407.157057654076,5.166226756428126
,,Ucayali,Peru,2023-01-05 04:21:04,-9.621718,-73.444929,45789,3287,,,"Ucayali, Peru",7772.704124936344,7.178580008298937
,,Unknown,Peru,2023-01-05 04:21:04,,,0,53,,,"Unknown, Peru",,
,,,Philippines,2023-01-05 04:21:04,12.879721,121.774017,4065569,65445,,,Philippines,3710.1010635183984,1.6097377759423097
,,,Poland,2023-01-05 04:21:04,51.9194,19.1451,6370008,118555,,,Poland,16831.12131193802,1.861143659474211
,,,Portugal,2023-01-05 04:21:04,39.3999,-8.2245,5557941,25805,,,Portugal,54507.21492732899,0.4642906428837586
,,,Qatar,2023-01-05 04:21:04,25.3548,51.1839,490147,685,,,Qatar,17012.731425239323,0.13975399216969603
,,,Romania,2023-01-05 04:21:04,45.9432,24.9668,3312085,67408,,,Romania,17216.653232962268,2.035213468253381
,,Adygea Republic,Russia,2023-01-05 04:21:04,44.6939006,40.1520421,54457,1027,,,"Adygea Republic, Russia",12011.443040654996,1.885891620911912
,,Altai Krai,Russia,2023-01-05 04:21:04,52.6932243,82.6931424,316094,8851,,,"Altai Krai, Russia",13450.350626361656,2.80011642106462
,,Altai Republic,Russia,2023-01-05 04:21:04,50.7114101,86.8572186,40054,630,,,"Altai Republic, Russia",18368.086286990456,1.5728766165676338
,,Amur Oblast,Russia,2023-01-05 04:21:04,52.8032368,128.437295,127033,766,,,"Amur Oblast, Russia",15910.46862318768,0.6029929230987224
,,Arkhangelsk Oblast,Russia,2023-01-05 04:21:04,63.5589686,43.1221646,272108,1792,,,"Arkhangelsk Oblast, Russia",23558.563082453413,0.6585620415423288
,,Astrakhan Oblast,Russia,2023-01-05 04:21:04,47.1878186,47.608851,132789,3110,,,"Astrakhan Oblast, Russia",13050.3364081477,2.342061465934678
,,Bashkortostan Republic,Russia,2023-01-05 04:21:04,54.8573563,57.1439682,344914,5958,,,"Bashkortostan Republic, Russia",8488.533807431559,1.7273871167885329
,,Belgorod Oblast,Russia,2023-01-05 04:21:04,50.7080119,37.5837615,164675,2328,,,"Belgorod Oblast, Russia",10625.043551871246,1.4136936389858812
,,Bryansk Oblast,Russia,2023-01-05 04:21:04,52.8873315,33.415853,184475,4135,,,"Bryansk Oblast, Russia",15233.504709401132,2.2414961376880336
,,Buryatia Republic,Russia,2023-01-05 04:21:04,52.7182426,109.492143,153828,3101,,,"Buryatia Republic, Russia",15624.812724286474,2.0158878747692226
,,Chechen Republic,Russia,2023-01-05 04:21:04,43.3976147,45.6985005,46898,1076,,,"Chechen Republic, Russia",3263.6478840012496,2.2943409100601304
,,Chelyabinsk Oblast,Russia,2023-01-05 04:21:04,54.4223954,61.1865846,395356,8193,,,"Chelyabinsk Oblast, Russia",11318.406108611534,2.072309513451168
,,Chukotka Autonomous Okrug,Russia,2023-01-05 04:21:04,66.0006475,169.4900869,6896,45,,,"Chukotka Autonomous Okrug, Russia",13974.22387938721,0.6525522041763341
,,Chuvashia Republic,Russia,2023-01-05 04:21:04,55.4259922,47.0849429,107833,4699,,,"Chuvashia Republic, Russia",8758.956297411212,4.357664165886138
,,Dagestan Republic,Russia,2023-01-05 04:21:04,43.0574916,47.1332224,102465,3620,,,"Dagestan Republic, Russia",3344.283483224729,3.532913677841214
,,Ingushetia Republic,Russia,2023-01-05 04:21:04,43.11542075,45.01713552,43413,553,,,"Ingushetia Republic, Russia",8895.322748200466,1.2738119917996913
,,Irkutsk Oblast,Russia,2023-01-05 04:21:04,56.6370122,104.719221,358003,8678,,,"Irkutsk Oblast, Russia",14890.763852349746,2.4240020335025125
,,Ivanovo Oblast,Russia,2023-01-05 04:21:04,56.9167446,41.4352137,131428,3224,,,"Ivanovo Oblast, Russia",12953.08905766149,2.4530541437136684
,,Jewish Autonomous Okrug,Russia,2023-01-05 04:21:04,48.57527615,132.6630746,22293,562,,,"Jewish Autonomous Okrug, Russia",13759.921982050932,2.5209707082940835
,,Kabardino-Balkarian Republic,Russia,2023-01-05 04:21:04,43.4806048,43.5978976,73636,1924,,,"Kabardino-Balkarian Republic, Russia",8504.691462969551,2.6128524091476995
,,Kaliningrad Oblast,Russia,2023-01-05 04:21:04,54.7293041,21.1489473,193543,2034,,,"Kaliningrad Oblast, Russia",19459.40022059141,1.050929250864149
,,Kalmykia Republic,Russia,2023-01-05 04:21:04,46.2313018,45.3275745,59340,843,,,"Kalmykia Republic, Russia",21545.82390809439,1.4206268958543984
,,Kaluga Oblast,Russia,2023-01-05 04:21:04,54.4382773,35.5272854,122439,1453,,,"Kaluga Oblast, Russia",12098.04595793118,1.186713383807447
,,Kamchatka Krai,Russia,2023-01-05 04:21:04,57.1914882,160.0383819,44604,625,,,"Kamchatka Krai, Russia",14135.00572004424,1.4012196215586046
,,Karachay-Cherkess Republic,Russia,2023-01-05 04:21:04,43.7368326,41.7267991,51081,991,,,"Karachay-Cherkess Republic, Russia",10954.418245568888,1.9400559895068616
,,Karelia Republic,Russia,2023-01-05 04:21:04,62.6194031,33.4920267,162650,1526,,,"Karelia Republic, Russia",26129.18564975164,0.9382108822625269
,,Kemerovo Oblast,Russia,2023-01-05 04:21:04,54.5335781,87.342861,213092,2852,,,"Kemerovo Oblast, Russia",7907.299665253739,1.3383890526157716
,,Khabarovsk Krai,Russia,2023-01-05 04:21:04,51.6312684,136.121524,226395,1565,,,"Khabarovsk Krai, Russia",17043.94030875509,0.6912696835177455
,,Khakassia Republic,Russia,2023-01-05 04:21:04,53.72258845,91.44293627,103147,2427,,,"Khakassia Republic, Russia",19189.67541250165,2.3529525822370014
,,Khanty-Mansi Autonomous Okrug,Russia,2023-01-05 04:21:04,61.0259025,69.0982628,253790,2601,,,"Khanty-Mansi Autonomous Okrug, Russia",16563.29968549375,1.024863075771307
,,Kirov Oblast,Russia,2023-01-05 04:21:04,57.9665589,49.4074599,165598,1096,,,"Kirov Oblast, Russia",12904.69889451528,0.6618437420741796
,,Komi Republic,Russia,2023-01-05 04:21:04,63.9881421,54.3326073,192506,3254,,,"Komi Republic, Russia",22893.5879734514,1.6903369245633901
,,Kostroma Oblast,Russia,2023-01-05 04:21:04,58.424756,44.2533273,102792,1464,,,"Kostroma Oblast, Russia",15978.2628970783,1.424235349054401
,,Krasnodar Krai,Russia,2023-01-05 04:21:04,45.7684014,39.0261044,343995,11135,,,"Krasnodar Krai, Russia",6139.018670740369,3.236965653570546
,,Krasnoyarsk Krai,Russia,2023-01-05 04:21:04,63.3233807,97.0979974,426939,11221,,,"Krasnoyarsk Krai, Russia",14842.32384042118,2.628244315932721
,,Kurgan Oblast,Russia,2023-01-05 04:21:04,55.7655302,64.5632681,123773,1529,,,"Kurgan Oblast, Russia",14638.389567813118,1.2353259596196262
,,Kursk Oblast,Russia,2023-01-05 04:21:04,51.6568453,36.4852695,150056,2536,,,"Kursk Oblast, Russia",13455.077261604483,1.6900357199978675
,,Leningrad Oblast,Russia,2023-01-05 04:21:04,60.1853296,32.3925325,240655,3508,,,"Leningrad Oblast, Russia",13267.88384268305,1.4576883920965698
,,Lipetsk Oblast,Russia,2023-01-05 04:21:04,52.6935178,39.1122664,176269,3942,,,"Lipetsk Oblast, Russia",15325.060576368824,2.236354662476102
,,Magadan Oblast,Russia,2023-01-05 04:21:04,62.48858785,153.9903764,22175,394,,,"Magadan Oblast, Russia",15389.580195848455,1.7767756482525365
,,Mari El Republic,Russia,2023-01-05 04:21:04,56.5767504,47.8817512,51573,1087,,,"Mari El Republic, Russia",7558.332954730315,2.1076920093847558
,,Mordovia Republic,Russia,2023-01-05 04:21:04,54.4419829,44.4661144,83082,1396,,,"Mordovia Republic, Russia",10320.027426663486,1.6802676873450326
,,Moscow,Russia,2023-01-05 04:21:04,55.7504461,37.6174943,3303905,47533,,,"Moscow, Russia",26417.57049232445,1.4386914878000427
,,Moscow Oblast,Russia,2023-01-05 04:21:04,55.5043158,38.0353929,1128459,15461,,,"Moscow Oblast, Russia",15039.332248045384,1.3700985148773681
,,Murmansk Oblast,Russia,2023-01-05 04:21:04,68.0000418,33.9999151,145618,3400,,,"Murmansk Oblast, Russia",19324.08563652119,2.3348761828894777
,,Nenets Autonomous Okrug,Russia,2023-01-05 04:21:04,68.27557185,57.1686375,8345,103,,,"Nenets Autonomous Okrug, Russia",18967.20230924836,1.2342720191731575
,,Nizhny Novgorod Oblast,Russia,2023-01-05 04:21:04,55.4718033,44.0911594,501272,11809,,,"Nizhny Novgorod Oblast, Russia",15496.45846111232,2.3558068274310155
,,North Ossetia - Alania Republic,Russia,2023-01-05 04:21:04,42.7933611,44.6324493,45873,1267,,,"North Ossetia - Alania Republic, Russia",6536.803630845084,2.761973274039195
,,Novgorod Oblast,Russia,2023-01-05 04:21:04,58.2843833,32.5169757,116722,1071,,,"Novgorod Oblast, Russia",19245.9388335235,0.9175648121176814
,,Novosibirsk Oblast,Russia,2023-01-05 04:21:04,54.9720169,79.4813924,310226,5745,,,"Novosibirsk Oblast, Russia",11123.80053563316,1.8518757293070214
,,Omsk Oblast,Russia,2023-01-05 04:21:04,56.0935263,73.5099936,231562,4558,,,"Omsk Oblast, Russia",11813.899527621565,1.9683713217194532
,,Orel Oblast,Russia,2023-01-05 04:21:04,52.9685433,36.0692477,134821,1975,,,"Orel Oblast, Russia",18042.360825804582,1.464905318904325
,,Orenburg Oblast,Russia,2023-01-05 04:21:04,52.0269262,54.7276647,240992,4030,,,"Orenburg Oblast, Russia",12185.344740408147,1.6722546806532996
,,Penza Oblast,Russia,2023-01-05 04:21:04,53.1655415,44.7879181,221869,6189,,,"Penza Oblast, Russia",16661.147219061993,2.7894838846346266
,,Perm Krai,Russia,2023-01-05 04:21:04,58.5951603,56.3159546,455443,9182,,,"Perm Krai, Russia",17362.631246278288,2.016059089721436
,,Primorsky Krai,Russia,2023-01-05 04:21:04,45.0819456,134.726645,208990,1966,,,"Primorsky Krai, Russia",10924.514267105133,0.9407148667400355
,,Pskov Oblast,Russia,2023-01-05 04:21:04,57.5358729,28.8586826,125938,1960,,,"Pskov Oblast, Russia",19784.587445369227,1.556321364480935
,,Rostov Oblast,Russia,2023-01-05 04:21:04,47.6222451,40.7957942,438659,11080,,,"Rostov Oblast, Russia",10393.649779691845,2.5258800115807496
,,Ryazan Oblast,Russia,2023-01-05 04:21:04,54.4226732,40.5705246,149511,3490,,,"Ryazan Oblast, Russia",13331.65102356363,2.3342764077559512
,,Saint Petersburg,Russia,2023-01-05 04:21:04,59.9606739,30.1586551,1829763,36633,,,"Saint Petersburg, Russia",34188.81208385379,2.0020625622006785
,,Sakha (Yakutiya) Republic,Russia,2023-01-05 04:21:04,66.941626,129.642371,217157,2141,,,"Sakha (Yakutiya) Republic, Russia",22518.95098151048,0.9859226274078201
,,Sakhalin Oblast,Russia,2023-01-05 04:21:04,49.7219665,143.448533,69575,830,,,"Sakhalin Oblast, Russia",14193.736599337795,1.1929572403880704
,,Samara Oblast,Russia,2023-01-05 04:21:04,53.2128813,50.8914633,492181,8192,,,"Samara Oblast, Russia",15411.894233123763,1.664428330228107
,,Saratov Oblast,Russia,2023-01-05 04:21:04,51.6520555,46.8631952,302058,6001,,,"Saratov Oblast, Russia",12264.073570312024,1.986704540187646
,,Smolensk Oblast,Russia,2023-01-05 04:21:04,55.0343496,33.0192065,146086,3176,,,"Smolensk Oblast, Russia",15388.034735418414,2.1740618539764247
,,Stavropol Krai,Russia,2023-01-05 04:21:04,44.8632577,43.4406913,244978,7126,,,"Stavropol Krai, Russia",8747.108731683873,2.9088326298688045
,,Sverdlovsk Oblast,Russia,2023-01-05 04:21:04,58.6414755,61.8021546,563850,10904,,,"Sverdlovsk Oblast, Russia",13036.222595841726,1.9338476545180456
,,Tambov Oblast,Russia,2023-01-05 04:21:04,52.9019574,41.3578918,137552,2521,,,"Tambov Oblast, Russia",13308.667585181976,1.8327614284052576
,,Tatarstan Republic,Russia,2023-01-05 04:21:04,55.7648572,52.43104273,193512,2009,,,"Tatarstan Republic, Russia",4969.129113336367,1.0381785108933812
,,Tomsk Oblast,Russia,2023-01-05 04:21:04,58.6124279,82.0475315,158646,958,,,"Tomsk Oblast, Russia",14712.87606187632,0.6038601666603634
,,Tula Oblast,Russia,2023-01-05 04:21:04,53.9570701,37.3690909,188035,5356,,,"Tula Oblast, Russia",12604.106967500193,2.848405881883692
,,Tver Oblast,Russia,2023-01-05 04:21:04,57.1134475,35.1744428,179662,2771,,,"Tver Oblast, Russia",13993.75171843321,1.5423406173815275
,,Tyumen Oblast,Russia,2023-01-05 04:21:04,58.8206488,70.3658837,253541,4363,,,"Tyumen Oblast, Russia",6866.5637525728525,1.7208262174559539
,,Tyva Republic,Russia,2023-01-05 04:21:04,51.4017149,93.8582593,52373,358,,,"Tyva Republic, Russia",16278.96133929293,0.6835583220361636
,,Udmurt Republic,Russia,2023-01-05 04:21:04,57.1961165,52.6959832,232820,3956,,,"Udmurt Republic, Russia",15387.523429589624,1.6991667382527273
,,Ulyanovsk Oblast,Russia,2023-01-05 04:21:04,54.1463177,47.2324921,226634,4808,,,"Ulyanovsk Oblast, Russia",18179.907557888622,2.121482213613138
,,Vladimir Oblast,Russia,2023-01-05 04:21:04,56.0503336,40.6561633,178685,3579,,,"Vladimir Oblast, Russia",12963.810737141932,2.002966113551781
,,Volgograd Oblast,Russia,2023-01-05 04:21:04,49.6048339,44.2903582,264654,6912,,,"Volgograd Oblast, Russia",10496.827796718804,2.611711895531524
,,Vologda Oblast,Russia,2023-01-05 04:21:04,60.0391461,43.1215213,216635,3892,,,"Vologda Oblast, Russia",18410.557080078084,1.7965702679622406
,,Voronezh Oblast,Russia,2023-01-05 04:21:04,50.9800393,40.1506507,470863,8601,,,"Voronezh Oblast, Russia",20176.08434085993,1.8266459670859676
,,Yamalo-Nenets Autonomous Okrug,Russia,2023-01-05 04:21:04,67.1471631,74.3415488,150184,1055,,,"Yamalo-Nenets Autonomous Okrug, Russia",27886.88823816677,0.7024716347946519
,,Yaroslavl Oblast,Russia,2023-01-05 04:21:04,57.7781976,39.0021095,189380,2885,,,"Yaroslavl Oblast, Russia",14962.660506097887,1.5233921216601543
,,Zabaykalsky Krai,Russia,2023-01-05 04:21:04,52.248521,115.956325,190530,2374,,,"Zabaykalsky Krai, Russia",17759.96778541507,1.2459980055634283
,,,Rwanda,2023-01-05 04:21:04,-1.9403,29.8739,133033,1468,,,Rwanda,1027.1066503018906,1.1034856013169665
,,,Saint Kitts and Nevis,2023-01-05 04:21:04,17.357822,-62.782998,6562,46,,,Saint Kitts and Nevis,12336.441570160929,0.7010057909174032
,,,Saint Lucia,2023-01-05 04:21:04,13.9094,-60.9789,29748,409,,,Saint Lucia,16200.055546781829,1.3748823450315988
,,,Saint Vincent and the Grenadines,2023-01-05 04:21:04,12.9843,-61.2872,9538,119,,,Saint Vincent and the Grenadines,8596.897617781464,1.2476410148878172
,,,Samoa,2023-01-05 04:21:04,-13.759,-172.1046,15982,29,,,Samoa,8148.676897975833,0.18145413590289075
,,,San Marino,2023-01-05 04:21:04,43.9424,12.4578,23176,121,,,San Marino,68289.23330779657,0.5220918191232309
,,,Sao Tome and Principe,2023-01-05 04:21:04,0.1864,6.6131,6279,77,,,Sao Tome and Principe,2865.017042265732,1.2263099219620959
,,,Saudi Arabia,2023-01-05 04:21:04,23.885942,45.079162,827128,9526,,,Saudi Arabia,2375.8578729561987,1.1516959890125833
,,,Senegal,2023-01-05 04:21:04,14.4974,-14.4524,88900,1968,,,Senegal,530.9386744927864,2.213723284589426
,,,Serbia,2023-01-05 04:21:04,44.0165,21.0059,2449503,17548,,,Serbia,28034.786211411443,0.7163902228329584
,,,Seychelles,2023-01-05 04:21:04,-4.6796,55.492,50355,172,,,Seychelles,51205.00305064063,0.34157481878661505
,,,Sierra Leone,2023-01-05 04:21:04,8.460555,-11.779889,7760,126,,,Sierra Leone,97.27986200299988,1.6237113402061856
,,,Singapore,2023-01-05 04:21:04,1.2833,103.8333,2205237,1712,,,Singapore,37694.14887298061,0.07763337908805266
,,,Slovakia,2023-01-05 04:21:04,48.669,19.699,2657865,20830,,,Slovakia,48905.351378325104,0.783711738557075
,,,Slovenia,2023-01-05 04:21:04,46.1512,14.9955,1310419,7021,,,Slovenia,63033.27862575592,0.5357828297666625
,,,Solomon Islands,2023-01-05 04:21:04,-9.6457,160.1562,24575,153,,,Solomon Islands,3764.218252667502,0.6225839267548321
,,,Somalia,2023-01-05 04:21:04,5.152149,46.199616,27310,1361,,,Somalia,171.83428983140547,4.983522519223728
,,,South Africa,2023-01-05 04:21:04,-30.5595,22.9375,4049479,102568,,,South Africa,6827.800445432195,2.5328690431534526
,,,South Sudan,2023-01-05 04:21:04,6.877,31.307,18368,138,,,South Sudan,164.09187679994756,0.7513066202090593
,,Andalusia,Spain,2023-01-05 04:21:04,37.5443,-4.7278,1613946,14950,,,"Andalusia, Spain",19151.16219049636,0.9263011277948581
,,Aragon,Spain,2023-01-05 04:21:04,41.5976,-0.9057,464127,5410,,,"Aragon, Spain",35145.533876627494,1.1656292351015993
,,Asturias,Spain,2023-01-05 04:21:04,43.3614,-5.8593,264344,3386,,,"Asturias, Spain",25860.174818162697,1.2809066973337773
,,Baleares,Spain,2023-01-05 04:21:04,39.710358,2.995148,313436,1617,,,"Baleares, Spain",26378.61675447308,0.5158947919192435
,,C. Valenciana,Spain,2023-01-05 04:21:04,39.484,-0.7533,1579147,10238,,,"C. Valenciana, Spain",31741.84602959335,0.6483246968141662
,,Canarias,Spain,2023-01-05 04:21:04,28.2916,-16.6291,459384,2168,,,"Canarias, Spain",20815.79554316211,0.4719363321317242
,,Cantabria,Spain,2023-01-05 04:21:04,43.1828,-3.9878,162287,977,,,"Cantabria, Spain",27901.5750265198,0.6020198783636397
,,Castilla - La Mancha,Spain,2023-01-05 04:21:04,39.2796,-3.0977,607097,8031,,,"Castilla - La Mancha, Spain",29834.57968221175,1.3228528554744958
,,Castilla y Leon,Spain,2023-01-05 04:21:04,41.8357,-4.3976,842334,9319,,,"Castilla y Leon, Spain",34984.52693882586,1.1063307429119564
,,Catalonia,Spain,2023-01-05 04:21:04,41.5912,1.5209,2674970,20902,,,"Catalonia, Spain",35353.12751811257,0.7813919408441964
,,Ceuta,Spain,2023-01-05 04:21:04,35.8894,-5.3213,24572,193,,,"Ceuta, Spain",28966.50909476712,0.7854468500732541
,,Extremadura,Spain,2023-01-05 04:21:04,39.4937,-6.0679,308329,2677,,,"Extremadura, Spain",28939.558335460813,0.8682284183453389
,,Galicia,Spain,2023-01-05 04:21:04,42.5751,-8.1339,745860,4003,,,"Galicia, Spain",27619.93318869029,0.5366958946719224
,,La Rioja,Spain,2023-01-05 04:21:04,42.2871,-2.5396,110827,962,,,"La Rioja, Spain",35343.51072006021,0.8680195259277974
